200002;71;2;ML;Arue;120001020;37;1;A côté de la mairie;Pas d'informations;En09;3;ERV;Gestionnaire 06;Enquêteur 09
200003;71;2;ML;Arue;120001020;48;1;A côté de la mairie;Pas d'informations;En09;3;ERV;Gestionnaire 06;Enquêteur 09
200005;47;2;ML;Arue;120001020;64;1;A côté de la mairie;Pas d'informations;En09;3;ERV;Gestionnaire 06;Enquêteur 09
190004;35;3;ML;Arue;120001030;27;1;A côté de la mairie;Pas d'informations;En09;3;ERV;Gestionnaire 06;Enquêteur 09
190005;27;3;ML;Arue;120001030;52;1;A côté de la mairie;Pas d'informations;En09;3;ERV;Gestionnaire 06;Enquêteur 09
200006;87;2;ML;Arue;120001040;13;1;A côté de la mairie;Pas d'informations;En09;5;ERV;Gestionnaire 06;Enquêteur 08
200008;27;2;ML;Arue;120001040;34;1;A côté de la mairie;Pas d'informations;En09;5;ERV;Gestionnaire 06;Enquêteur 08
210003;47;1;ML;Arue;120001050;13;1;A côté de la mairie;Pas d'informations;En09;5;ERV;Gestionnaire 06;Enquêteur 08
210004;67;1;ML;Arue;120001050;34;1;A côté de la mairie;Pas d'informations;En09;5;NULL;Gestionnaire 06;Enquêteur 09
210005;7;1;ML;Arue;120001050;39;1;A côté de la mairie;Pas d'informations;En09;5;ERV;Gestionnaire 06;Enquêteur 08
210001;67;1;ML;Arue;120001050;1;1;A côté de la mairie;Pas d'informations;En09;5;ERV;Gestionnaire 06;Enquêteur 08
210002;67;1;ML;Arue;120001050;3;1;A côté de la mairie;Pas d'informations;En09;5;ERV;Gestionnaire 06;Enquêteur 08
200009;87;2;ML;Arue;120001060;2;1;A côté de la mairie;Pas d'informations;En09;5;ERV;Gestionnaire 06;Enquêteur 08
200011;27;2;ML;Arue;120001060;22;1;A côté de la mairie;Pas d'informations;En09;5;ERV;Gestionnaire 06;Enquêteur 08
200013;87;2;ML;Arue;120001060;41;1;A côté de la mairie;Pas d'informations;En09;5;ERV;Gestionnaire 06;Enquêteur 08
200014;7;2;ML;Arue;120001060;45;1;A côté de la mairie;Pas d'informations;En09;5;ERV;Gestionnaire 06;Enquêteur 08
210010;7;1;ML;Arue;120001070;72;1;A côté de la mairie;Pas d'informations;En09;5;IAJ;Gestionnaire 06;Enquêteur 10
210006;87;1;ML;Arue;120001070;53;1;A côté de la mairie;Pas d'informations;En09;5;NULL;Gestionnaire 06;Enquêteur 09
210007;27;1;ML;Arue;120001070;56;1;A côté de la mairie;Pas d'informations;En09;5;NULL;Gestionnaire 06;Enquêteur 09
210008;47;1;ML;Arue;120001070;63;1;A côté de la mairie;Pas d'informations;En09;5;NULL;Gestionnaire 06;Enquêteur 09
210009;7;1;ML;Arue;120001070;65;1;A côté de la mairie;Pas d'informations;En09;5;NULL;Gestionnaire 06;Enquêteur 09
210021;35;1;ML;Arue;120001080;109;1;A côté de la mairie;Pas d'informations;En09;6;NULL;Gestionnaire 06;Enquêteur 09
210011;15;1;ML;Arue;120001080;14;1;A côté de la mairie;Pas d'informations;En09;6;NULL;Gestionnaire 06;Enquêteur 09
210012;59;1;ML;Arue;120001080;18;1;A côté de la mairie;Pas d'informations;En09;6;ERV;Gestionnaire 06;Enquêteur 10
210013;83;1;ML;Arue;120001080;21;1;A côté de la mairie;Pas d'informations;En09;6;IAJ;Gestionnaire 06;Enquêteur 10
210014;39;1;ML;Arue;120001080;59;1;A côté de la mairie;Pas d'informations;En09;6;REF;Gestionnaire 06;Enquêteur 10
210015;27;1;ML;Arue;120001080;63;1;A côté de la mairie;Pas d'informations;En09;6;ERV;Gestionnaire 06;Enquêteur 10
210016;11;1;ML;Arue;120001080;72;1;A côté de la mairie;Pas d'informations;En09;6;NULL;Gestionnaire 06;Enquêteur 09
210017;47;1;ML;Arue;120001080;85;1;A côté de la mairie;Pas d'informations;En09;6;NULL;Gestionnaire 06;Enquêteur 09
210018;83;1;ML;Arue;120001080;86;1;A côté de la mairie;Pas d'informations;En09;6;NULL;Gestionnaire 06;Enquêteur 09
210019;31;1;ML;Arue;120001080;103;1;A côté de la mairie;Pas d'informations;En09;6;ERV;Gestionnaire 06;Enquêteur 08
210020;7;1;ML;Arue;120001080;106;1;A côté de la mairie;Pas d'informations;En09;6;NULL;Gestionnaire 06;Enquêteur 09
200016;23;2;ML;Arue;120001120;13;1;A côté de la mairie;Pas d'informations;En09;6;ERV;Gestionnaire 06;Enquêteur 10
200017;91;2;ML;Arue;120001120;16;1;A côté de la mairie;Pas d'informations;En09;6;ERV;Gestionnaire 06;Enquêteur 10
190008;63;3;PA;Arue;120001130;22;1;A côté de la mairie;Pas d'informations;En09;3;REF;Gestionnaire 06;Enquêteur 09
190009;75;3;PA;Arue;120001130;22;2;A côté de la mairie;Pas d'informations;En09;3;ERV;Gestionnaire 06;Enquêteur 09
190010;87;3;PA;Arue;120001130;22;3;A côté de la mairie;Pas d'informations;En09;3;ERV;Gestionnaire 06;Enquêteur 09
190011;99;3;PA;Arue;120001130;22;4;A côté de la mairie;Pas d'informations;En09;3;ERV;Gestionnaire 06;Enquêteur 09
190012;11;3;PA;Arue;120001130;22;5;A côté de la mairie;Pas d'informations;En09;3;ERV;Gestionnaire 06;Enquêteur 09
190013;23;3;PA;Arue;120001130;22;6;A côté de la mairie;Pas d'informations;En09;3;VAC;Gestionnaire 06;Enquêteur 09
190032;83;3;GA;Arue;120001130;32;17;A côté de la mairie;Pas d'informations;En09;2;ERV;Gestionnaire 06;Enquêteur 09
190033;31;3;GA;Arue;120001130;32;18;A côté de la mairie;Pas d'informations;En09;2;VAC;Gestionnaire 06;Enquêteur 09
190034;39;3;ML;Arue;120001130;42;1;A côté de la mairie;Pas d'informations;En09;2;ERV;Gestionnaire 06;Enquêteur 09
190036;95;3;ML;Arue;120001130;62;1;A côté de la mairie;Pas d'informations;En09;2;ERV;Gestionnaire 06;Enquêteur 09
190026;95;3;GA;Arue;120001130;32;10;A côté de la mairie;Pas d'informations;En09;2;ERV;Gestionnaire 06;Enquêteur 09
190027;43;3;GA;Arue;120001130;32;11;A côté de la mairie;Pas d'informations;En09;2;ERV;Gestionnaire 06;Enquêteur 09
190028;91;3;GA;Arue;120001130;32;12;A côté de la mairie;Pas d'informations;En09;2;VAC;Gestionnaire 06;Enquêteur 09
190029;39;3;GA;Arue;120001130;32;13;A côté de la mairie;Pas d'informations;En09;2;VAC;Gestionnaire 06;Enquêteur 09
190030;87;3;GA;Arue;120001130;32;15;A côté de la mairie;Pas d'informations;En09;2;ERV;Gestionnaire 06;Enquêteur 09
190031;35;3;GA;Arue;120001130;32;16;A côté de la mairie;Pas d'informations;En09;2;VAC;Gestionnaire 06;Enquêteur 09
190020;7;3;GA;Arue;120001130;32;3;A côté de la mairie;Pas d'informations;En09;2;ERV;Gestionnaire 06;Enquêteur 09
190021;55;3;GA;Arue;120001130;32;4;A côté de la mairie;Pas d'informations;En09;2;ERV;Gestionnaire 06;Enquêteur 09
190022;3;3;GA;Arue;120001130;32;5;A côté de la mairie;Pas d'informations;En09;2;ERV;Gestionnaire 06;Enquêteur 09
190023;51;3;GA;Arue;120001130;32;6;A côté de la mairie;Pas d'informations;En09;2;ALD;Gestionnaire 06;Enquêteur 09
190024;99;3;GA;Arue;120001130;32;7;A côté de la mairie;Pas d'informations;En09;2;ERV;Gestionnaire 06;Enquêteur 09
190025;47;3;GA;Arue;120001130;32;9;A côté de la mairie;Pas d'informations;En09;2;ERV;Gestionnaire 06;Enquêteur 09
190014;35;3;PA;Arue;120001130;22;7;A côté de la mairie;Pas d'informations;En09;3;REF;Gestionnaire 06;Enquêteur 09
190015;47;3;PA;Arue;120001130;22;8;A côté de la mairie;Pas d'informations;En09;3;ERV;Gestionnaire 06;Enquêteur 09
190016;59;3;PA;Arue;120001130;22;9;A côté de la mairie;Pas d'informations;En09;3;ERV;Gestionnaire 06;Enquêteur 09
190017;71;3;PA;Arue;120001130;22;10;A côté de la mairie;Pas d'informations;En09;3;ERV;Gestionnaire 06;Enquêteur 09
190018;83;3;PA;Arue;120001130;22;11;A côté de la mairie;Pas d'informations;En09;3;ERV;Gestionnaire 06;Enquêteur 09
190019;59;3;GA;Arue;120001130;32;1;A côté de la mairie;Pas d'informations;En09;2;ERV;Gestionnaire 06;Enquêteur 09
210026;67;1;ML;Arue;120001140;30;1;A côté de la mairie;Pas d'informations;En09;11;NULL;Gestionnaire 06;Enquêteur 09
210027;3;1;ML;Arue;120001140;39;1;A côté de la mairie;Pas d'informations;En09;11;NULL;Gestionnaire 06;Enquêteur 09
210022;31;1;ML;Arue;120001140;6;1;A côté de la mairie;Pas d'informations;En09;11;NULL;Gestionnaire 06;Enquêteur 09
210023;91;1;ML;Arue;120001140;17;1;A côté de la mairie;Pas d'informations;En09;12;NULL;Gestionnaire 06;Enquêteur 09
210024;55;1;ML;Arue;120001140;18;1;A côté de la mairie;Pas d'informations;En09;12;NULL;Gestionnaire 06;Enquêteur 09
210025;47;1;ML;Arue;120001140;22;1;A côté de la mairie;Pas d'informations;En09;12;NULL;Gestionnaire 06;Enquêteur 09
200018;79;2;PA;Arue;120001160;2;1;A côté de la mairie;Pas d'informations;En09;1;ERV;Gestionnaire 06;Enquêteur 09
200019;43;2;PA;Arue;120001160;2;2;A côté de la mairie;Pas d'informations;En09;1;AHC;Gestionnaire 06;Enquêteur 09
200020;7;2;PA;Arue;120001160;2;3;A côté de la mairie;Pas d'informations;En09;1;AHC;Gestionnaire 06;Enquêteur 09
200022;55;2;ML;Arue;120001160;32;1;A côté de la mairie;Pas d'informations;En09;1;ERV;Gestionnaire 06;Enquêteur 09
200023;39;2;ML;Arue;120001160;42;1;A côté de la mairie;Pas d'informations;En09;1;ERV;Gestionnaire 06;Enquêteur 09
200025;27;2;ML;Arue;120001160;47;1;A côté de la mairie;Pas d'informations;En09;1;ERV;Gestionnaire 06;Enquêteur 09
200026;51;2;ML;Arue;120001160;57;1;A côté de la mairie;Pas d'informations;En09;1;ERV;Gestionnaire 06;Enquêteur 09
200028;35;2;ML;Arue;120001160;63;1;A côté de la mairie;Pas d'informations;En09;1;ERV;Gestionnaire 06;Enquêteur 09
200029;87;2;ML;Arue;120001200;5;1;A côté de la mairie;Pas d'informations;En09;7;ERV;Gestionnaire 06;Enquêteur 08
200031;15;2;ML;Arue;120001200;22;1;A côté de la mairie;Pas d'informations;En09;7;ERV;Gestionnaire 06;Enquêteur 08
200033;87;2;ML;Arue;120001200;40;1;A côté de la mairie;Pas d'informations;En09;7;ERV;Gestionnaire 06;Enquêteur 08
200034;15;2;ML;Arue;120001200;53;1;A côté de la mairie;Pas d'informations;En09;7;NULL;Gestionnaire 06;Enquêteur 09
200035;67;2;PA;Arue;120001200;61;1;A côté de la mairie;Pas d'informations;En09;7;NULL;Gestionnaire 06;Enquêteur 09
200036;31;2;PA;Arue;120001200;61;2;A côté de la mairie;Pas d'informations;En09;7;ERV;Gestionnaire 06;Enquêteur 08
190041;67;3;ML;Arue;120001210;5;1;A côté de la mairie;Pas d'informations;En09;6;ERV;Gestionnaire 06;Enquêteur 10
190042;23;3;ML;Arue;120001210;9;1;A côté de la mairie;Pas d'informations;En09;6;ERV;Gestionnaire 06;Enquêteur 10
190045;7;3;ML;Arue;120001210;37;1;A côté de la mairie;Pas d'informations;En09;6;ERV;Gestionnaire 06;Enquêteur 10
200038;27;2;ML;Arue;120001230;10;1;A côté de la mairie;Pas d'informations;En09;7;ERV;Gestionnaire 06;Enquêteur 08
200039;47;2;ML;Arue;120001230;15;1;A côté de la mairie;Pas d'informations;En09;7;ERV;Gestionnaire 06;Enquêteur 08
200041;51;2;ML;Arue;120001230;36;1;A côté de la mairie;Pas d'informations;En09;7;NULL;Gestionnaire 06;Enquêteur 09
210031;3;1;ML;Arue;120001250;39;1;A côté de la mairie;Pas d'informations;En09;7;NULL;Gestionnaire 06;Enquêteur 09
210032;7;1;ML;Arue;120001250;50;1;A côté de la mairie;Pas d'informations;En09;7;NULL;Gestionnaire 06;Enquêteur 09
210028;83;1;ML;Arue;120001250;3;1;A côté de la mairie;Pas d'informations;En09;7;NULL;Gestionnaire 06;Enquêteur 09
210029;67;1;ML;Arue;120001250;10;1;A côté de la mairie;Pas d'informations;En09;7;NULL;Gestionnaire 06;Enquêteur 09
210030;47;1;ML;Arue;120001250;16;1;A côté de la mairie;Pas d'informations;En09;7;NULL;Gestionnaire 06;Enquêteur 09
