En09;190004;2;BA22b;Nom de l'employeur;NOMSOC;LYCEE PAUL GAUGUIN;ENSEIGNEMENT;-;-;35;Gestionnaire 06;03;1;Enquêteur 09
En09;190009;1;BA22b;Nom de l'employeur;NOMSOC;9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998;RECOUVREMENT;-;-;75;Gestionnaire 06;03;1;Enquêteur 09
En09;190009;2;BA22b;Nom de l'employeur;NOMSOC;9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998;RECOUVREMENT;-;-;75;Gestionnaire 06;03;1;Enquêteur 09
En09;190010;1;BA22b;Nom de l'employeur;NOMSOC;ETAT;ETAT;-;-;87;Gestionnaire 06;03;1;Enquêteur 09
En09;190011;1;BA22b;Nom de l'employeur;NOMSOC;HOLLAND TAHITI TRADING;MATERIAUX DE CONSTRUCTION;-;-;99;Gestionnaire 06;03;1;Enquêteur 09
En09;190011;2;D20;Diplôme le plus élevé;DIPINTA;BAC PRO;BAC PRO;NULL;4000324t;99;Gestionnaire 06;03;1;Enquêteur 09
En09;190011;2;D21;Spécialité du diplôme;DIPSCDA;SECRETARIAT;SECRETARIAT;-;0415;99;Gestionnaire 06;03;1;Enquêteur 09
En09;190011;2;G5a;Profession du père;FPCLCA;MANOEUVRE;MANOEUVRE;RC*;676E - Ouvriers non qualifiés divers de type industriel;99;Gestionnaire 06;03;1;Enquêteur 09
En09;190012;1;BA22b;Nom de l'employeur;NOMSOC;SOPADEP;COMMERCE DE VOITURE;-;-;11;Gestionnaire 06;03;1;Enquêteur 09
En09;190012;2;BA22b;Nom de l'employeur;NOMSOC;RSMA;MILITAIRE;-;-;11;Gestionnaire 06;03;1;Enquêteur 09
En09;190016;1;BA22b;Nom de l'employeur;NOMSOC;TAHITI VIGILE;SURVEILLANCE;-;-;59;Gestionnaire 06;03;1;Enquêteur 09
En09;190016;2;BA22b;Nom de l'employeur;NOMSOC;CGPNI;NETTOYAGE;-;-;59;Gestionnaire 06;03;1;Enquêteur 09
En09;190016;3;BA22b;Nom de l'employeur;NOMSOC;MAIRIE;MUNICIPALITE;-;-;59;Gestionnaire 06;03;1;Enquêteur 09
En09;190017;1;BA22b;Nom de l'employeur;NOMSOC;EDT;PRODUCTION ELECTRIQUE;-;-;71;Gestionnaire 06;03;1;Enquêteur 09
En09;190018;1;BA22b;Nom de l'employeur;NOMSOC;CLEAN PISCINE SERVICE;ACTIVITES DE NETTOYAGE;-;-;83;Gestionnaire 06;03;1;Enquêteur 09
En09;190018;2;BA22b;Nom de l'employeur;NOMSOC;LARACHE;ANIMATION;-;-;83;Gestionnaire 06;03;1;Enquêteur 09
En09;190019;1;BA22b;Nom de l'employeur;NOMSOC;TRESOR PUBLIQUE;ETAT;-;-;59;Gestionnaire 06;02;1;Enquêteur 09
En09;190019;2;BA22b;Nom de l'employeur;NOMSOC;TRESOR PUBLIQUE;ETAT;-;-;59;Gestionnaire 06;02;1;Enquêteur 09
En09;190020;2;BA22b;Nom de l'employeur;NOMSOC;ARMEE;MILITAIRE;-;-;7;Gestionnaire 06;02;1;Enquêteur 09
